df_author_name,df_author_url
['Mark Dyer'],['https://pureportal.coventry.ac.uk/en/persons/mark-dyer']
['Ryan Jaromir Dziadowiec'],['https://pureportal.coventry.ac.uk/en/persons/ryan-jaromir-dziadowiec']
['Adam Eckley'],['https://pureportal.coventry.ac.uk/en/persons/adam-eckley']
['Jonathan Eden'],['https://pureportal.coventry.ac.uk/en/persons/jonathan-eden']
['Kate Edmondson'],['https://pureportal.coventry.ac.uk/en/persons/kate-edmondson']
['Karen Edwards'],['https://pureportal.coventry.ac.uk/en/persons/karen-edwards']
['Alloysius Egbulonu'],['https://pureportal.coventry.ac.uk/en/persons/alloysius-egbulonu']
['Ashem Egila'],['https://pureportal.coventry.ac.uk/en/persons/ashem-egila-2']
['Austine Ehibhatiomhan'],['https://pureportal.coventry.ac.uk/en/persons/austine-ehibhatiomhan']
['Odalo Micheal Ehi-uujamhan'],['https://pureportal.coventry.ac.uk/en/persons/odalo-micheal-ehi-uujamhan']
['Ahmad Ehsani'],['https://pureportal.coventry.ac.uk/en/persons/ahmad-ehsani']
['Bernice Ejiogu'],['https://pureportal.coventry.ac.uk/en/persons/bernice-ejiogu']
['Chibuzo Ejiogu'],['https://pureportal.coventry.ac.uk/en/persons/chibuzo-ejiogu']
['Karthikeyan Ekambaram'],['https://pureportal.coventry.ac.uk/en/persons/karthik-ekambaram']
['Job Ekolu'],['https://pureportal.coventry.ac.uk/en/persons/job-ekolu']
['Faris Elasha'],['https://pureportal.coventry.ac.uk/en/persons/faris-elasha']
['Laura Ellery'],['https://pureportal.coventry.ac.uk/en/persons/laura-ellery']
['Zac Elliott'],['https://pureportal.coventry.ac.uk/en/persons/zac-elliott']
['David Ellis'],['https://pureportal.coventry.ac.uk/en/persons/david-ellis']
['Fran Ellis'],['https://pureportal.coventry.ac.uk/en/persons/fran-ellis']
['Simon Ellis'],['https://pureportal.coventry.ac.uk/en/persons/simon-ellis']
['Basil Elmasri'],['https://pureportal.coventry.ac.uk/en/persons/dr-basil-elmasri-elmasri']
['Ahmed Elmasry'],['https://pureportal.coventry.ac.uk/en/persons/ahmed-elmasry']
['Ibrahim Elmghaamez'],['https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez']
['Mark Elshaw'],['https://pureportal.coventry.ac.uk/en/persons/mark-elshaw']
['Olusegun Michael Eluyefa'],['https://pureportal.coventry.ac.uk/en/persons/olusegun-michael-eluyefa']
['Jen Elvy'],['https://pureportal.coventry.ac.uk/en/persons/jen-elvy']
['Ahmed Abdelmageed Saad Ahmed Elwakeel'],['https://pureportal.coventry.ac.uk/en/persons/ahmed-abdelmageed-saad-ahmed-elwakeel']
['Shirine El Zaatari'],['https://pureportal.coventry.ac.uk/en/persons/shirine-el-zaatari']
['Chikezie Emele'],['https://pureportal.coventry.ac.uk/en/persons/chikezie-emele']
['Gold Emmanuel'],['https://pureportal.coventry.ac.uk/en/persons/gold-emmanuel']
['Etieno Enang'],['https://pureportal.coventry.ac.uk/en/persons/etieno-enang']
['Iniobong Enang'],['https://pureportal.coventry.ac.uk/en/persons/iniobong-enang']
['Okeoghene Enebeli'],['https://pureportal.coventry.ac.uk/en/persons/okeoghene-enebeli-2']
['Ikenna Stanley Enebuse'],['https://pureportal.coventry.ac.uk/en/persons/ikenna-stanley-enebuse']
['Matthew England'],['https://pureportal.coventry.ac.uk/en/persons/matthew-england']
['Vicki Ensor'],['https://pureportal.coventry.ac.uk/en/persons/vicki-ensor']
['George Eremosele Eremionkhale'],['https://pureportal.coventry.ac.uk/en/persons/george-eremosele-eremionkhale']
['Sarah Erian'],['https://pureportal.coventry.ac.uk/en/persons/sarah-erian']
['Engin Erken'],['https://pureportal.coventry.ac.uk/en/persons/engin-erken']
['Tugra Erol'],['https://pureportal.coventry.ac.uk/en/persons/tugra-erol']
['Azzouz Essamri'],['https://pureportal.coventry.ac.uk/en/persons/azzouz-essamri']
['Inimfon Essiet'],['https://pureportal.coventry.ac.uk/en/persons/inimfon-essiet']
['Martin Esugo'],['https://pureportal.coventry.ac.uk/en/persons/martin-esugo']
['Jason Etienne'],['https://pureportal.coventry.ac.uk/en/persons/jason-etienne']
['Steven Eustace'],['https://pureportal.coventry.ac.uk/en/persons/steven-eustace']
['Adrian Evans'],['https://pureportal.coventry.ac.uk/en/persons/adrian-evans']
['Adrienne Evans'],['https://pureportal.coventry.ac.uk/en/persons/ady-evans']
['Hala Evans'],['https://pureportal.coventry.ac.uk/en/persons/hala-evans']
['John Evans'],['https://pureportal.coventry.ac.uk/en/persons/john-evans']
['Mark Evans'],['https://pureportal.coventry.ac.uk/en/persons/mark-evans']
['Martin Evans'],['https://pureportal.coventry.ac.uk/en/persons/martin-evans']
['Shelley Evatt'],['https://pureportal.coventry.ac.uk/en/persons/shelley-evatt']
['Emma Eyre'],['https://pureportal.coventry.ac.uk/en/persons/emma-eyre']
['Ukpai Eze'],['https://pureportal.coventry.ac.uk/en/persons/ukpai-eze']
['Dumbiri Ezike'],['https://pureportal.coventry.ac.uk/en/persons/dumbiri-ezike']
['Obiora Ezike'],['https://pureportal.coventry.ac.uk/en/persons/obiora-ezike']
['Alessio Faccia'],['https://pureportal.coventry.ac.uk/en/persons/alessio-faccia']
['Leonardo Faedo'],['https://pureportal.coventry.ac.uk/en/persons/leonardo-faedo']
['Mahboobeh Fallah'],['https://pureportal.coventry.ac.uk/en/persons/mahboobeh-fallah']
['Stephen Fallows'],['https://pureportal.coventry.ac.uk/en/persons/stephen-fallows-2']
['Yueping Fang'],['https://pureportal.coventry.ac.uk/en/persons/yueping-fang']
['Majdi Fanous'],['https://pureportal.coventry.ac.uk/en/persons/majdi-fanous']
['Abunur Muslehuddin Faradhi'],['https://pureportal.coventry.ac.uk/en/persons/abunur-muslehuddin-faradhi']
['Masoumeh Faraji'],['https://pureportal.coventry.ac.uk/en/persons/masoumeh-faraji']
['Soroush Faramehr'],['https://pureportal.coventry.ac.uk/en/persons/soroush-faramehr']
['Miguel Farias'],['https://pureportal.coventry.ac.uk/en/persons/miguel-farias']
['Sebastien Farnaud'],['https://pureportal.coventry.ac.uk/en/persons/sebastien-farnaud']
['Michelle Farrell'],['https://pureportal.coventry.ac.uk/en/persons/michelle-farrell']
['Rachel Farrer'],['https://pureportal.coventry.ac.uk/en/persons/rachel-farrer']
['Alireza Fathollahi'],['https://pureportal.coventry.ac.uk/en/persons/alireza-fathollahi']
['Bushra Fatima'],['https://pureportal.coventry.ac.uk/en/persons/bushra-fatima']
['Xiang Fei'],['https://pureportal.coventry.ac.uk/en/persons/xiang-fei']
['Georges Félix'],['https://pureportal.coventry.ac.uk/en/persons/georges-felix']
['Lesley Ferguson'],['https://pureportal.coventry.ac.uk/en/persons/lesley-ferguson']
['Ken Fero'],['https://pureportal.coventry.ac.uk/en/persons/ken-fero']
['Teresa Ferraz-da-Silva'],['https://pureportal.coventry.ac.uk/en/persons/teresa-ferraz-da-silva']
['Carlos Ferreira'],['https://pureportal.coventry.ac.uk/en/persons/carlos-ferreira']
['Jennifer Ferreira'],['https://pureportal.coventry.ac.uk/en/persons/jennifer-ferreira']
['Elizabete Figueiredo Cardoso'],['https://pureportal.coventry.ac.uk/en/persons/elizabete-figueiredo-cardoso']
['Petros Panagis Filippatos'],['https://pureportal.coventry.ac.uk/en/persons/petros-panagis-filippatos']
['Peter Finkenbusch'],['https://pureportal.coventry.ac.uk/en/persons/peter-finkenbusch']
['Tom Fisher'],['https://pureportal.coventry.ac.uk/en/persons/tom-fisher']
['Michael Fishwick'],['https://pureportal.coventry.ac.uk/en/persons/michael-fishwick']
['Katie Fitton Davies'],['https://pureportal.coventry.ac.uk/en/persons/katie-fitton-davies']
['Michael Fitzpatrick'],['https://pureportal.coventry.ac.uk/en/persons/michael-fitzpatrick']
['Brónagh Fleming'],['https://pureportal.coventry.ac.uk/en/persons/br%C3%B3nagh-fleming']
['Joe Fleming'],['https://pureportal.coventry.ac.uk/en/persons/joe-fleming']
['Susanne Foellmer'],['https://pureportal.coventry.ac.uk/en/persons/susanne-foellmer']
['Omotola Folorunsho'],['https://pureportal.coventry.ac.uk/en/persons/omotola-folorunsho']
['Pam Fom'],['https://pureportal.coventry.ac.uk/en/persons/pam-fom']
['Mathias Foo'],['https://pureportal.coventry.ac.uk/en/persons/mathias-fui-lin']
['Beth Footitt'],['https://pureportal.coventry.ac.uk/en/persons/beth-footitt']
['Sarah Forbes-Robertson'],['https://pureportal.coventry.ac.uk/en/persons/sarah-forbes-robertson']
['Marveh Forghani'],['https://pureportal.coventry.ac.uk/en/persons/marveh-forghani']
['Damien Foster'],['https://pureportal.coventry.ac.uk/en/persons/damien-foster']
['Gemma Foster'],['https://pureportal.coventry.ac.uk/en/persons/gemma-foster']
['Rebecca Foster'],['https://pureportal.coventry.ac.uk/en/persons/rebecca-foster']
['Steve Foster'],['https://pureportal.coventry.ac.uk/en/persons/steve-foster']
['Steven Foster'],['https://pureportal.coventry.ac.uk/en/persons/steven-foster']
['Rebecca Fowler'],['https://pureportal.coventry.ac.uk/en/persons/rebecca-fowler']
['Andrew Frampton'],['https://pureportal.coventry.ac.uk/en/persons/andrew-frampton']
['Tizzie Frankish'],['https://pureportal.coventry.ac.uk/en/persons/tizzie-frankish']
['Alex Franklin'],['https://pureportal.coventry.ac.uk/en/persons/alex-franklin']
['Heather Fraser'],['https://pureportal.coventry.ac.uk/en/persons/heather-fraser']
['Karen Fraser'],['https://pureportal.coventry.ac.uk/en/persons/karen-fraser']
['Emzi Frater'],['https://pureportal.coventry.ac.uk/en/persons/emzi-frater']
['Jana Fried'],['https://pureportal.coventry.ac.uk/en/persons/jana-fried']
['Aidan Friend'],['https://pureportal.coventry.ac.uk/en/persons/aidan-friend-2']
['Pietro Paolo Frigenti'],['https://pureportal.coventry.ac.uk/en/persons/pietro-paolo-frigenti']
['Marwan Fuad'],['https://pureportal.coventry.ac.uk/en/persons/marwan-fuad']
['Patrick Fuller'],['https://pureportal.coventry.ac.uk/en/persons/patrick-fuller']
['David Luigi Fuschi'],['https://pureportal.coventry.ac.uk/en/persons/david-luigi-fuschi']
['Nikolaos Fytas'],['https://pureportal.coventry.ac.uk/en/persons/nikolaos-fytas']
['Tulika Gadakari'],['https://pureportal.coventry.ac.uk/en/persons/tulika-gadakari']
['Sandeep Gakhal'],['https://pureportal.coventry.ac.uk/en/persons/sandeep-gakhal']
['Cristina Galalae'],['https://pureportal.coventry.ac.uk/en/persons/cristina-galalae']
['Natalia Maria Galan Lopez'],['https://pureportal.coventry.ac.uk/en/persons/natalia-maria-galan-lopez']
['Yvonne Galea'],['https://pureportal.coventry.ac.uk/en/persons/yvonne-galea']
['Emilie Marianne Aurelie Gallier'],['https://pureportal.coventry.ac.uk/en/persons/emilie-marianne-aurelie-gallier']
['Carolina Gallo Granizo'],['https://pureportal.coventry.ac.uk/en/persons/carolina-gallo-granizo']
"['Alfred Gand, FHEA FFB A.M.ASCE']",['https://pureportal.coventry.ac.uk/en/persons/alfred-gand']
['Chanaka Ganepola'],['https://pureportal.coventry.ac.uk/en/persons/chanaka-ganepola']
['Sivasharmini Ganeshamoorthy'],['https://pureportal.coventry.ac.uk/en/persons/sivasharmini-ganeshamoorthy']
['Sivagayinee Gangatheepan'],['https://pureportal.coventry.ac.uk/en/persons/sivagayinee-gangatheepan']
['Lisa Ganobcsik-Williams'],['https://pureportal.coventry.ac.uk/en/persons/lisa-ganobcsik-williams']
['Runda Gao'],['https://pureportal.coventry.ac.uk/en/persons/runda-gao-2']
['Christopher Gardner'],['https://pureportal.coventry.ac.uk/en/persons/christopher-gardner']
['Sheena Gardner'],['https://pureportal.coventry.ac.uk/en/persons/sheena-gardner']
['Mahda Garmaki'],['https://pureportal.coventry.ac.uk/en/persons/mahda-garmaki']
['Mark Garner'],['https://pureportal.coventry.ac.uk/en/persons/mark-garner']
['Mark Garratt'],['https://pureportal.coventry.ac.uk/en/persons/mark-garratt']
['Bekim Gashi'],['https://pureportal.coventry.ac.uk/en/persons/bekim-gashi']
['Louise Claire Gates'],['https://pureportal.coventry.ac.uk/en/persons/louise-claire-gates']
['Paul Gaunt'],['https://pureportal.coventry.ac.uk/en/persons/paul-gaunt']
['Nitish Gaur'],['https://pureportal.coventry.ac.uk/en/persons/nitish-gaur']
['Elena Gaura'],['https://pureportal.coventry.ac.uk/en/persons/elena-gaura']
['Susan Gautrey'],['https://pureportal.coventry.ac.uk/en/persons/susan-gautrey']
['Zoe Gazeley-Eke'],['https://pureportal.coventry.ac.uk/en/persons/zoe-gazeley-eke']
['Lorraine Gearing'],['https://pureportal.coventry.ac.uk/en/persons/lorraine-gearing']
['Catherine George'],['https://pureportal.coventry.ac.uk/en/persons/catherine-george']
['Lenni George'],['https://pureportal.coventry.ac.uk/en/persons/lenni-george']
['Suresh George'],['https://pureportal.coventry.ac.uk/en/persons/suresh-george']
['Alex Edward Georgiou'],['https://pureportal.coventry.ac.uk/en/persons/alex-edward-georgiou']
['Simon Gerard'],['https://pureportal.coventry.ac.uk/en/persons/simon-gerard']
['Denis Gessert'],['https://pureportal.coventry.ac.uk/en/persons/denis-gessert']
['Rebwar Kamal Gharib'],['https://pureportal.coventry.ac.uk/en/persons/rebwar-kamal-gharib']
['Aysar Ghassan'],['https://pureportal.coventry.ac.uk/en/persons/aysar-ghassan']
['Seyedeh Hanieh Ghiasi Limanjoobi'],['https://pureportal.coventry.ac.uk/en/persons/seyedeh-hanieh-ghiasi-limanjoobi']
['Amrit Ghimire'],['https://pureportal.coventry.ac.uk/en/persons/amrit-ghimire']
['Michel Ghostin'],['https://pureportal.coventry.ac.uk/en/persons/michel-ghostin']
['Jinder Ghuman'],['https://pureportal.coventry.ac.uk/en/persons/jinder-ghuman']
['Gloria Giambartolomei'],['https://pureportal.coventry.ac.uk/en/persons/gloria-giambartolomei']
['Shannen Gibbons'],['https://pureportal.coventry.ac.uk/en/persons/shannen-gibbons']
['Ruth Gibson'],['https://pureportal.coventry.ac.uk/en/persons/ruth-gibson']
['Gabrielle Gilbert'],['https://pureportal.coventry.ac.uk/en/persons/gabrielle-gilbert']
['Holly Gilbert'],['https://pureportal.coventry.ac.uk/en/persons/holly-gilbert']
['Gary Gilkes'],['https://pureportal.coventry.ac.uk/en/persons/gary-gilkes']
['Rachael Hughson Gill'],['https://pureportal.coventry.ac.uk/en/persons/rachael-hughson-gill']
['Anna Teresa Malet Gillions'],['https://pureportal.coventry.ac.uk/en/persons/anna-teresa-malet-gillions']
['Evangelos Gkanas'],['https://pureportal.coventry.ac.uk/en/persons/evangelos-gkanas']
['Rebecca Gladwin-Geoghegan'],['https://pureportal.coventry.ac.uk/en/persons/rebecca-gladwin-geoghegan']
['Damien Gleadall-Siddall'],['https://pureportal.coventry.ac.uk/en/persons/damien-gleadall-siddall']
['Colby Glover'],['https://pureportal.coventry.ac.uk/en/persons/colby-glover']
['Marisa Godoy'],['https://pureportal.coventry.ac.uk/en/persons/marisa-godoy-dos-santos-ruegg']
['Bärbel Goebel Stolz'],['https://pureportal.coventry.ac.uk/en/persons/b%C3%A4rbel-goebel-stolz']
['Mira Balchandran Gokul'],['https://pureportal.coventry.ac.uk/en/persons/mira-balchandran-gokul']
['Daniel Goldsmith'],['https://pureportal.coventry.ac.uk/en/persons/daniel-goldsmith']
['Nick Golsby'],['https://pureportal.coventry.ac.uk/en/persons/nick-golsby']
['Gopal Gomathinayagam'],['https://pureportal.coventry.ac.uk/en/persons/gopal-gomathinaygam']
['Anya Goncalves Geiger'],['https://pureportal.coventry.ac.uk/en/persons/anya-goncalves-geiger']
['Ricardo Manuel Goncalves Martins'],['https://pureportal.coventry.ac.uk/en/persons/ricardo-manuel-goncalves-martins']
['Ramon Gonzalez-Mendez'],['https://pureportal.coventry.ac.uk/en/persons/ramon-gonzalez-mendez']
['Matthew Gonzalez-Noda'],['https://pureportal.coventry.ac.uk/en/persons/matthew-gonzalez-noda']
['Mark Goodwin'],['https://pureportal.coventry.ac.uk/en/persons/mark-goodwin']
['Sandy Goodyer'],['https://pureportal.coventry.ac.uk/en/persons/sandy-goodyer']
['Tom Gorman'],['https://pureportal.coventry.ac.uk/en/persons/tom-gorman']
['Nick Gorse'],['https://pureportal.coventry.ac.uk/en/persons/nick-gorse']
['claire Gough'],['https://pureportal.coventry.ac.uk/en/persons/claire-gough']
['Phillip Gould'],['https://pureportal.coventry.ac.uk/en/persons/phillip-gould']
['Sarah Gowling'],['https://pureportal.coventry.ac.uk/en/persons/sarah-gowling']
['Arpit Goyal'],['https://pureportal.coventry.ac.uk/en/persons/arpit-goyal']
['Luke Graham'],['https://pureportal.coventry.ac.uk/en/persons/luke-graham']
['Raymond Graham'],['https://pureportal.coventry.ac.uk/en/persons/raymond-graham']
['Benoit Granier'],['https://pureportal.coventry.ac.uk/en/persons/benoit-granier']
['Christine Grant'],['https://pureportal.coventry.ac.uk/en/persons/christine-grant']
['Rebecca Grant'],['https://pureportal.coventry.ac.uk/en/persons/rebecca-grant']
['Sam Grant'],['https://pureportal.coventry.ac.uk/en/persons/sam-grant']
['Costantino Grasso'],['https://pureportal.coventry.ac.uk/en/persons/costantino-grasso']
['Paolo Grasso'],['https://pureportal.coventry.ac.uk/en/persons/paolo-grasso']
['Andrei Claudiu Graur'],['https://pureportal.coventry.ac.uk/en/persons/andrei-claudiu-graur']
['John Graves'],['https://pureportal.coventry.ac.uk/en/persons/john-graves']
['Beate Grawemeyer'],['https://pureportal.coventry.ac.uk/en/persons/beate-grawemeyer']
['Alastair Gray'],['https://pureportal.coventry.ac.uk/en/persons/alastair-gray']
['Kate Gray'],['https://pureportal.coventry.ac.uk/en/persons/kate-gray']
['Stacie Gray'],['https://pureportal.coventry.ac.uk/en/persons/stacie-gray']
['Valeria Graziano'],['https://pureportal.coventry.ac.uk/en/persons/valeria-graziano']
['Brendan Greaney'],['https://pureportal.coventry.ac.uk/en/persons/brendan-greaney']
['Jennifer Greaves'],['https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves']
['Phil Green'],['https://pureportal.coventry.ac.uk/en/persons/phil-green']
['Samantha Green'],['https://pureportal.coventry.ac.uk/en/persons/samantha-green']
['Gerard Greene'],['https://pureportal.coventry.ac.uk/en/persons/gerard-greene']
['Laura Greenway'],['https://pureportal.coventry.ac.uk/en/persons/laura-greenway']
['James Griffin'],['https://pureportal.coventry.ac.uk/en/persons/james-griffin-2']
['Peter Griffin'],['https://pureportal.coventry.ac.uk/en/persons/peter-griffin']
['Carole Griffiths'],['https://pureportal.coventry.ac.uk/en/persons/carole-griffiths']
['Paul Griffiths'],['https://pureportal.coventry.ac.uk/en/persons/paul-griffiths']
['John Grima'],['https://pureportal.coventry.ac.uk/en/persons/john-grima']
['Andy Grindrod'],['https://pureportal.coventry.ac.uk/en/persons/andy-grindrod']
['Bethan Grist'],['https://pureportal.coventry.ac.uk/en/persons/bethan-grist-2']
['Adrian Josue Guel Cortez'],['https://pureportal.coventry.ac.uk/en/persons/adrian-josue-guel-cortez']
['Lucas Guimaraes Ferreira'],['https://pureportal.coventry.ac.uk/en/persons/lucas-guimaraes-ferreira-2']
['Sanduni Gunaratne'],['https://pureportal.coventry.ac.uk/en/persons/sanduni-gunaratne']
['Shenal Rajintha Alexander Samarathunge Gunawardena'],['https://pureportal.coventry.ac.uk/en/persons/shenal-rajintha-alexander-samarathunge-gunawardena']
['Yilmaz Guney'],['https://pureportal.coventry.ac.uk/en/persons/yilmaz-guney']
['Joanne Gunning'],['https://pureportal.coventry.ac.uk/en/persons/joanne-gunning']
['Hua Guo'],['https://pureportal.coventry.ac.uk/en/persons/hua-guo']
['Jiaqi Guo'],['https://pureportal.coventry.ac.uk/en/persons/jiaqi-guo']
['Yue Guo'],['https://pureportal.coventry.ac.uk/en/persons/yue-guo']
['Katarzyna Gut'],['https://pureportal.coventry.ac.uk/en/persons/katarzyna-gut']
['Evans Gyasi'],['https://pureportal.coventry.ac.uk/en/persons/evans-gyasi']
['Olivier Haas'],['https://pureportal.coventry.ac.uk/en/persons/olivier-haas']
['Zsófia Hacsek'],['https://pureportal.coventry.ac.uk/en/persons/zs%C3%B3fia-hacsek']
['Saeid Hadidimoud'],['https://pureportal.coventry.ac.uk/en/persons/saeid-hadidi-moud']
['Stephen Hagen'],['https://pureportal.coventry.ac.uk/en/persons/stephen-hagen']
['Ahmadreza Hakiminejad'],['https://pureportal.coventry.ac.uk/en/persons/ahmadreza-hakiminejad']
['Alison Halford'],['https://pureportal.coventry.ac.uk/en/persons/alison-halford']
['Tony Halkyard'],['https://pureportal.coventry.ac.uk/en/persons/tony-halkyard']
['Gary Hall'],['https://pureportal.coventry.ac.uk/en/persons/gary-hall']
['Gemma Halliwell'],['https://pureportal.coventry.ac.uk/en/persons/gemma-halliwell-2']
['John Halloran'],['https://pureportal.coventry.ac.uk/en/persons/john-halloran']
['Faris Madi Hamdan Madi'],['https://pureportal.coventry.ac.uk/en/persons/faris-madi-hamdan-madi']
['Heliza Hami'],['https://pureportal.coventry.ac.uk/en/persons/heliza-hami']
['John Hammersley'],['https://pureportal.coventry.ac.uk/en/persons/john-hammersley']
['Jo Hankey'],['https://pureportal.coventry.ac.uk/en/persons/jo-hankey']
['Claire Hardie'],['https://pureportal.coventry.ac.uk/en/persons/claire-hardie']
['Michael Hardy'],['https://pureportal.coventry.ac.uk/en/persons/michael-hardy']
['Nikki Harkin'],['https://pureportal.coventry.ac.uk/en/persons/nikki-harkin']
['Beau Harris'],['https://pureportal.coventry.ac.uk/en/persons/beau-harris']
['Catherine Harris'],['https://pureportal.coventry.ac.uk/en/persons/catherine-harris']
['Don Harris'],['https://pureportal.coventry.ac.uk/en/persons/donald-harris']
['Geoffrey Harris'],['https://pureportal.coventry.ac.uk/en/persons/geoffrey-harris']
['Andrew Harrison'],['https://pureportal.coventry.ac.uk/en/persons/andrew-harrison']
['Peter Harrison'],['https://pureportal.coventry.ac.uk/en/persons/peter-harrison']
['Wayne Harrop'],['https://pureportal.coventry.ac.uk/en/persons/wayne-harrop']
['Elly Harrowell'],['https://pureportal.coventry.ac.uk/en/persons/elly-harrowell']
['James Hart'],['https://pureportal.coventry.ac.uk/en/persons/james-hart']
['Gemma Harvey'],['https://pureportal.coventry.ac.uk/en/persons/gemma-harvey']
['Jonathon Harvey'],['https://pureportal.coventry.ac.uk/en/persons/jonathon-harvey']
['Amy Harwood'],['https://pureportal.coventry.ac.uk/en/persons/amy-harwood']
['Luh Putu Suta Haryanthi'],['https://pureportal.coventry.ac.uk/en/persons/luh-putu-suta-haryanthi']
['Rashedul Hasan'],['https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan']
['Ruaa Hasan'],['https://pureportal.coventry.ac.uk/en/persons/ruaa-hasan']
['Omar Hashmi'],['https://pureportal.coventry.ac.uk/en/persons/omar-hashmi']
['Eddie Jaami Hasri'],['https://pureportal.coventry.ac.uk/en/persons/eddie-jaami-hasri']
['Alex Hastie'],['https://pureportal.coventry.ac.uk/en/persons/alex-hastie']
['Catherine Helen Hastie'],['https://pureportal.coventry.ac.uk/en/persons/cathy-hastie']
['Tom Hatton'],['https://pureportal.coventry.ac.uk/en/persons/tom-hatton']
['Mary-Jane Hawkes'],['https://pureportal.coventry.ac.uk/en/persons/mary-jane-hawkes']
['Kathleen Hawkins'],['https://pureportal.coventry.ac.uk/en/persons/kathleen-hawkins']
['Qamar Hayat'],['https://pureportal.coventry.ac.uk/en/persons/qamar-hayat']
['Grace Haynes'],['https://pureportal.coventry.ac.uk/en/persons/grace-haynes']
['Chenyang He'],['https://pureportal.coventry.ac.uk/en/persons/chenyang-he']
['Fei He'],['https://pureportal.coventry.ac.uk/en/persons/fei-he']
['Qile He'],['https://pureportal.coventry.ac.uk/en/persons/qile-he']
['Philip Healy'],['https://pureportal.coventry.ac.uk/en/persons/philip-healy']
['Theresa Heering'],['https://pureportal.coventry.ac.uk/en/persons/theresa-heering']
['James Henry'],['https://pureportal.coventry.ac.uk/en/persons/james-henry']
['Manus Henry'],['https://pureportal.coventry.ac.uk/en/persons/manus-henry']
['Nick Henry'],['https://pureportal.coventry.ac.uk/en/persons/nick-henry']
['Anuradha Herath'],['https://pureportal.coventry.ac.uk/en/persons/anuradha-herath']
['Cristie Herbert'],['https://pureportal.coventry.ac.uk/en/persons/cristie-herbert']
['Kerrie Herbert'],['https://pureportal.coventry.ac.uk/en/persons/kerrie-herbert']
['Phillip Heritage'],['https://pureportal.coventry.ac.uk/en/persons/phillip-heritage']
['Simon Hewitt'],['https://pureportal.coventry.ac.uk/en/persons/simon-hewitt']
['Sebastian Hicks'],['https://pureportal.coventry.ac.uk/en/persons/sebastian-hicks']
['Natalie Hide'],['https://pureportal.coventry.ac.uk/en/persons/natalie-hide']
['Shaun Hides'],['https://pureportal.coventry.ac.uk/en/persons/shaun-hides']
['Kathleen Hill'],['https://pureportal.coventry.ac.uk/en/persons/kathleen-hill']
['Mathew Hill'],['https://pureportal.coventry.ac.uk/en/persons/mathew-hill']
['Charley Hill-Butler'],['https://pureportal.coventry.ac.uk/en/persons/charley-hill-butler']
['Angela Hilmi'],['https://pureportal.coventry.ac.uk/en/persons/angela-hilmi']
['Suzanne Hilton'],['https://pureportal.coventry.ac.uk/en/persons/suzanne-hilton']
['Diana Hintea'],['https://pureportal.coventry.ac.uk/en/persons/diana-hintea']
['Mehtap Hisarciklilar'],['https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar']
['Christopher Hobbs'],['https://pureportal.coventry.ac.uk/en/persons/christopher-hobbs']
['Matthew Hocking'],['https://pureportal.coventry.ac.uk/en/persons/matthew-hocking']
['Mark Hodds'],['https://pureportal.coventry.ac.uk/en/persons/mark-hodds']
['Jason Hoepfl'],['https://pureportal.coventry.ac.uk/en/persons/jason-hoepfl']
['Paul Hogarth'],['https://pureportal.coventry.ac.uk/en/persons/paul-hogarth']
['Kelly Hogervorst'],['https://pureportal.coventry.ac.uk/en/persons/kelly-hogervorst']
['Stephen Holden'],['https://pureportal.coventry.ac.uk/en/persons/stephen-holden']
['Emma Holdsworth'],['https://pureportal.coventry.ac.uk/en/persons/emma-holdsworth']
['Jody Holland'],['https://pureportal.coventry.ac.uk/en/persons/jody-holland']
['Nikki Holliday'],['https://pureportal.coventry.ac.uk/en/persons/nikki-holliday']
['Peter Hollings'],['https://pureportal.coventry.ac.uk/en/persons/peter-hollings']
['Mark Holmes'],['https://pureportal.coventry.ac.uk/en/persons/mark-holmes']
['Sylwia Holmes'],['https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes']
['Yurij Holovatch'],['https://pureportal.coventry.ac.uk/en/persons/yurij-holovatch']
['Ran Holtzman'],['https://pureportal.coventry.ac.uk/en/persons/ran-holtzman']
['Georgina Frances Homer'],['https://pureportal.coventry.ac.uk/en/persons/georgina-frances-homer']
['Yulian Ivan Mykhailo Honchar'],['https://pureportal.coventry.ac.uk/en/persons/yulian-ivan-mykhailo-honchar']
['Hannah Honeywill'],['https://pureportal.coventry.ac.uk/en/persons/hannah-honeywill']
['Evie Hong'],['https://pureportal.coventry.ac.uk/en/persons/evie-hong']
['Gareth Hooper'],['https://pureportal.coventry.ac.uk/en/persons/gareth-hooper']
['Dan Hopkins'],['https://pureportal.coventry.ac.uk/en/persons/dan-hopkins']
['Audrey Hopwood'],['https://pureportal.coventry.ac.uk/en/persons/audrey-hopwood']
['Susanne Horn'],['https://pureportal.coventry.ac.uk/en/persons/susanne-horn']
['Nadjim Horri'],['https://pureportal.coventry.ac.uk/en/persons/nadjim-horri']
['Simon Horsman'],['https://pureportal.coventry.ac.uk/en/persons/simon-horsman']
['Elizabeth Horton'],['https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton']
['Edyah-Ariella Hosseini'],['https://pureportal.coventry.ac.uk/en/persons/edyah-ariella-hosseini']
